Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1004455,Multifamily residential,1/1/2016," $660,077.35 ", Partially amortizing ," $594,069.62 ",7.70%," $1,031,370.87 "," $35,685.43 ",120,90,28%,Northeast,N/A,0
ABC1004456,Office building,1/1/2021," $4,896,692.55 ", Partially amortizing ," $3,754,130.96 ",7.47%," $7,308,496.35 "," $616,106.24 ",120,50,19%,Northeast,Class C,0
ABC1004457,Multifamily residential,1/1/2016," $380,638.86 ", Fully amortizing ," $247,415.26 ",7.32%," $559,763.03 "," $79,710.26 ",60,39,6%,Midwest,N/A,0
ABC1004458,Multifamily residential,1/1/2021," $2,325,382.81 ", Fully amortizing ," $406,941.99 ",6.93%," $3,275,187.06 "," $316,383.07 ",120,21,4%,Northeast,N/A,0
ABC1004459,Multifamily residential,1/1/2022," $1,277,348.61 ", Partially amortizing ," $1,268,832.95 ",6.07%," $2,128,914.35 "," $190,324.94 ",60,58,9%,Northeast,N/A,0
ABC1004460,Multifamily residential,1/1/2023," $4,800,059.37 ", Partially amortizing ," $3,360,041.56 ",6.08%," $6,760,646.99 "," $515,837.37 ",120,30,38%,Northeast,N/A,0
ABC1004461,Multifamily residential,1/1/2021," $2,167,776.86 ", Partially amortizing ," $2,037,710.25 ",7.25%," $2,969,557.35 "," $220,638.11 ",120,102,12%,Northeast,N/A,1
ABC1004462,Retail space,1/1/2021," $4,227,402.71 ", Partially amortizing ," $3,438,287.54 ",7.41%," $6,710,163.03 "," $603,243.66 ",120,64,20%,South,N/A,0
ABC1004463,Retail space,1/1/2016," $1,200,259.04 ", Partially amortizing ," $1,072,231.41 ",7.53%," $2,143,319.72 "," $130,956.83 ",120,88,5%,Northeast,N/A,0
ABC1004464,Multifamily residential,1/1/2023," $7,053,889.43 ", Partially amortizing ," $5,854,728.22 ",6.75%," $9,405,185.90 "," $893,492.66 ",60,9,7%,West,N/A,0
ABC1004465,Multifamily residential,1/1/2015," $1,447,932.94 ", Partially amortizing ," $1,201,784.34 ",7.33%," $2,129,313.14 "," $196,961.47 ",60,9,7%,South,N/A,0
ABC1004466,Retail space,1/1/2021," $4,451,984.51 ", Partially amortizing ," $3,754,506.94 ",5.68%," $5,176,726.18 "," $415,691.11 ",60,13,11%,Midwest,N/A,0
ABC1004467,Multifamily residential,1/1/2018," $1,207,757.15 ", Fully amortizing ," $161,034.29 ",6.11%," $1,568,515.78 "," $106,659.07 ",60,8,7%,Midwest,N/A,0
ABC1004468,Retail space,1/1/2016," $2,440,391.52 ", Partially amortizing ," $2,139,409.90 ",7.43%," $3,128,707.08 "," $280,957.90 ",120,83,15%,Northeast,N/A,0
ABC1004469,Retail space,1/1/2018," $998,385.11 ", Fully amortizing ," $382,714.29 ",5.75%," $1,386,645.99 "," $121,192.86 ",60,23,13%,South,N/A,0
ABC1004470,Office building,1/1/2018," $1,516,017.00 ", Partially amortizing ," $661,994.09 ",6.09%," $2,197,126.09 "," $99,090.39 ",180,11,10%,Northeast,Class A,0
ABC1004471,Retail space,1/1/2020," $4,805,929.49 ", Fully amortizing ," $4,325,336.54 ",7.45%," $7,628,459.51 "," $588,917.07 ",120,108,19%,South,N/A,0
ABC1004472,Multifamily residential,1/1/2018," $5,956,541.68 ", Partially amortizing ," $4,864,509.04 ",6.25%," $10,095,833.36 "," $975,257.50 ",60,5,12%,Northeast,N/A,0
ABC1004473,Retail space,1/1/2021," $5,407,537.60 ", Partially amortizing ," $4,902,834.09 ",5.08%," $9,165,317.96 "," $677,317.00 ",60,32,48%,South,N/A,0
ABC1004474,Retail space,1/1/2017," $4,856,204.02 ", Partially amortizing ," $4,500,082.39 ",6.15%," $6,225,902.59 "," $394,099.63 ",60,38,8%,Northeast,N/A,0
ABC1004475,Multifamily residential,1/1/2017," $2,979,668.40 ", Partially amortizing ," $2,264,547.99 ",7.19%," $4,729,632.39 "," $397,289.12 ",120,48,6%,Midwest,N/A,0
ABC1004476,Multifamily residential,1/1/2018," $3,449,350.27 ", Partially amortizing ," $1,414,233.61 ",6.03%," $5,072,573.93 "," $431,676.04 ",180,3,39%,Midwest,N/A,0
ABC1004477,Retail space,1/1/2016," $1,602,562.89 ", Fully amortizing ," $614,315.77 ",6.91%," $2,716,208.29 "," $278,954.59 ",120,46,11%,West,N/A,0
ABC1004478,Office building,1/1/2018," $19,087,122.21 ", Partially amortizing ," $13,106,490.58 ",7.24%," $24,788,470.40 "," $976,665.73 ",120,26,4%,South,Class C,0
ABC1004479,Multifamily residential,1/1/2018," $9,440,094.31 ", Fully amortizing ," $1,966,686.31 ",6.90%," $14,303,173.19 "," $1,061,295.45 ",120,25,9%,Northeast,N/A,0
ABC1004480,Retail space,1/1/2018," $1,271,297.40 ", Partially amortizing ," $881,432.87 ",7.46%," $2,118,829.00 "," $168,870.67 ",120,28,10%,Northeast,N/A,0
ABC1004481,Multifamily residential,1/1/2021," $6,345,799.57 ", Fully amortizing ," $6,134,272.91 ",4.95%," $8,461,066.09 "," $938,332.23 ",60,58,3%,Midwest,N/A,0
ABC1004482,Multifamily residential,1/1/2016," $1,551,526.06 ", Partially amortizing ," $1,354,999.42 ",6.96%," $2,424,259.46 "," $215,274.24 ",60,22,10%,Northeast,N/A,0
ABC1004483,Office building,1/1/2018," $8,322,987.06 ", Fully amortizing ," $6,589,031.43 ",7.13%," $11,889,981.52 "," $483,922.25 ",120,95,15%,South,Class C,0
ABC1004484,Multifamily residential,1/1/2020," $5,900,801.59 ", Partially amortizing ," $5,566,422.83 ",7.23%," $8,677,649.40 "," $797,475.98 ",120,103,2%,Northeast,N/A,0
ABC1004485,Office building,1/1/2021," $7,984,990.86 ", Fully amortizing ," $6,853,783.82 ",7.63%," $11,246,466.00 "," $879,473.64 ",120,103,40%,South,Class A,0
ABC1004486,Office building,1/1/2019," $1,742,557.26 ", Partially amortizing ," $1,620,578.25 ",5.84%," $2,640,238.27 "," $161,846.61 ",60,39,14%,Northeast,Class B,0
ABC1004487,Office building,1/1/2018," $1,159,870.32 ", Fully amortizing ," $502,610.47 ",6.19%," $2,071,196.99 "," $106,873.76 ",60,26,2%,Northeast,Class B,0
ABC1004488,Retail space,1/1/2023," $5,795,998.75 ", Partially amortizing ," $3,419,639.26 ",6.82%," $8,399,998.19 "," $651,839.86 ",180,57,7%,Midwest,N/A,0
ABC1004489,Retail space,1/1/2016," $3,744,568.00 ", Partially amortizing ," $3,132,955.22 ",7.68%," $5,506,717.64 "," $422,915.91 ",60,11,6%,South,N/A,0
ABC1004490,Retail space,1/1/2017," $2,404,706.80 ", Partially amortizing ," $2,292,487.14 ",6.75%," $4,294,119.28 "," $288,135.40 ",60,46,3%,Northeast,N/A,0
ABC1004491,Office building,1/1/2020," $39,567,793.76 ", Partially amortizing ," $24,795,817.43 ",7.81%," $77,583,909.34 "," $4,290,390.19 ",120,8,48%,Midwest,Class C,0
ABC1004492,Office building,1/1/2022," $713,749.81 ", Fully amortizing ," $642,374.83 ",6.15%," $1,132,936.21 "," $47,470.03 ",120,108,8%,Northeast,Class A,0
ABC1004493,Multifamily residential,1/1/2015," $11,095,977.18 ", Partially amortizing ," $9,542,540.37 ",7.41%," $19,466,626.63 "," $1,660,503.25 ",60,18,11%,Northeast,N/A,0
ABC1004494,Multifamily residential,1/1/2017," $1,817,975.96 ", Partially amortizing ," $1,533,159.73 ",5.87%," $2,560,529.52 "," $239,921.62 ",60,13,6%,Northeast,N/A,0
ABC1004495,Multifamily residential,1/1/2016," $3,453,264.40 ", Fully amortizing ," $172,663.22 ",7.12%," $4,543,768.94 "," $415,754.86 ",60,3,13%,Midwest,N/A,0
ABC1004496,Multifamily residential,1/1/2021," $1,985,404.05 ", Partially amortizing ," $1,310,366.68 ",6.92%," $2,719,731.58 "," $239,608.35 ",120,18,15%,Northeast,N/A,0
ABC1004497,Office building,1/1/2016," $9,678,412.45 ", Partially amortizing ," $5,871,570.22 ",7.73%," $16,686,918.01 "," $927,792.64 ",120,2,40%,South,Class C,0
ABC1004498,Retail space,1/1/2018," $9,566,811.24 ", Partially amortizing ," $6,090,869.82 ",7.56%," $19,133,622.48 "," $1,605,310.93 ",120,11,10%,Midwest,N/A,0
ABC1004499,Retail space,1/1/2020," $2,381,299.10 ", Partially amortizing ," $2,143,169.19 ",7.61%," $4,036,100.16 "," $377,375.37 ",120,90,15%,South,N/A,0
ABC1004500,Multifamily residential,1/1/2017," $5,224,173.07 ", Fully amortizing ," $1,306,043.27 ",6.86%," $6,873,911.94 "," $397,312.11 ",120,30,13%,Midwest,N/A,0
ABC1004501,Retail space,1/1/2021," $5,312,717.47 ", Partially amortizing ," $4,002,247.16 ",7.37%," $7,482,700.66 "," $564,943.90 ",120,46,39%,South,N/A,0
ABC1004502,Multifamily residential,1/1/2023," $6,009,252.58 ", Partially amortizing ," $5,889,067.53 ",7.27%," $7,606,648.84 "," $440,424.97 ",180,174,15%,South,N/A,0
ABC1004503,Office building,1/1/2016," $5,423,262.60 ", Partially amortizing ," $4,483,230.42 ",7.53%," $7,532,309.17 "," $555,131.19 ",120,68,40%,Northeast,Class C,0
ABC1004504,Multifamily residential,1/1/2020," $8,789,695.06 ", Fully amortizing ," $8,643,200.14 ",7.34%," $12,379,852.20 "," $746,505.09 ",120,118,14%,Midwest,N/A,1
ABC1004505,Multifamily residential,1/1/2020," $1,394,609.65 ", Fully amortizing ," $1,162,174.71 ",5.45%," $2,021,173.41 "," $173,820.91 ",60,50,10%,Midwest,N/A,0
ABC1004506,Office building,1/1/2022," $2,875,086.76 ", Partially amortizing ," $2,664,247.06 ",5.35%," $4,166,792.40 "," $284,175.24 ",60,38,6%,Northeast,Class B,0
ABC1004507,Retail space,1/1/2020," $7,869,187.95 ", Fully amortizing ," $1,377,107.89 ",7.37%," $10,088,702.50 "," $505,444.00 ",120,21,11%,West,N/A,0
ABC1004508,Office building,1/1/2018," $497,852.93 ", Fully amortizing ," $406,579.89 ",6.06%," $858,367.12 "," $86,866.75 ",60,49,26%,Midwest,Class B,0
ABC1004509,Retail space,1/1/2021," $10,410,011.32 ", Partially amortizing ," $10,340,611.24 ",7.11%," $13,519,495.22 "," $794,946.32 ",120,118,12%,Northeast,N/A,0
ABC1004510,Multifamily residential,1/1/2016," $5,900,140.73 ", Partially amortizing ," $4,484,106.96 ",7.31%," $6,629,371.61 "," $676,195.90 ",120,48,28%,Northeast,N/A,0
ABC1004511,Office building,1/1/2019," $313,174.81 ", Partially amortizing ," $304,823.48 ",7.92%," $377,319.05 "," $15,621.01 ",120,112,37%,Northeast,Class C,0
ABC1004512,Multifamily residential,1/1/2015," $2,259,186.89 ", Partially amortizing ," $2,214,003.15 ",6.35%," $3,137,759.56 "," $275,495.29 ",120,114,37%,South,N/A,0
ABC1004513,Office building,1/1/2023," $661,178.04 ", Fully amortizing ," $77,137.44 ",6.09%," $1,180,675.07 "," $107,913.70 ",120,14,3%,Northeast,Class A,0
ABC1004514,Retail space,1/1/2018," $1,661,523.36 ", Partially amortizing ," $1,595,062.43 ",6.35%," $2,723,808.79 "," $223,079.94 ",60,48,9%,South,N/A,0
ABC1004515,Office building,1/1/2022," $9,727,505.67 ", Fully amortizing ," $972,750.57 ",5.59%," $14,305,155.39 "," $736,715.50 ",60,6,14%,Northeast,Class B,0
ABC1004516,Multifamily residential,1/1/2020," $2,476,555.25 ", Partially amortizing ," $2,460,044.88 ",6.03%," $3,439,660.07 "," $306,473.71 ",60,58,3%,Northeast,N/A,0
ABC1004517,Multifamily residential,1/1/2022," $6,197,521.90 ", Fully amortizing ," $723,044.22 ",5.54%," $6,886,135.44 "," $515,082.93 ",60,7,13%,Midwest,N/A,0
ABC1004518,Multifamily residential,1/1/2022," $1,777,635.34 ", Partially amortizing ," $1,528,766.39 ",6.21%," $3,012,941.25 "," $241,035.30 ",120,78,26%,Northeast,N/A,0
ABC1004519,Retail space,1/1/2021," $3,882,620.59 ", Partially amortizing ," $3,766,141.97 ",5.02%," $6,580,712.86 "," $363,255.35 ",60,51,24%,Northeast,N/A,0
ABC1004520,Retail space,1/1/2020," $24,036,694.03 ", Partially amortizing ," $21,312,535.37 ",7.74%," $35,348,079.46 "," $2,767,754.62 ",120,86,25%,South,N/A,0
ABC1004521,Retail space,1/1/2021," $3,292,243.44 ", Fully amortizing ," $2,469,182.58 ",7.25%," $4,572,560.34 "," $276,182.64 ",120,90,24%,Northeast,N/A,0
ABC1004522,Retail space,1/1/2020," $2,127,059.99 ", Fully amortizing ," $354,510.00 ",7.66%," $3,038,657.13 "," $236,103.66 ",120,20,20%,Northeast,N/A,0
ABC1004523,Office building,1/1/2018," $556,959.41 ", Partially amortizing ," $517,972.26 ",6.29%," $977,121.78 "," $71,036.75 ",60,39,11%,Midwest,Class A,0
ABC1004524,Retail space,1/1/2022," $6,207,882.81 ", Fully amortizing ," $1,138,111.85 ",6.27%," $12,669,148.59 "," $1,004,663.48 ",60,11,36%,South,N/A,0
ABC1004525,Retail space,1/1/2020," $12,144,905.70 ", Partially amortizing ," $10,444,618.90 ",6.10%," $18,401,372.27 "," $1,159,286.45 ",60,18,21%,Northeast,N/A,0
ABC1004526,Retail space,1/1/2018," $12,626,309.59 ", Partially amortizing ," $12,079,169.51 ",6.08%," $20,698,868.18 "," $1,337,146.88 ",60,47,5%,Midwest,N/A,0
ABC1004527,Multifamily residential,1/1/2016," $14,370,318.70 ", Partially amortizing ," $12,118,968.77 ",7.74%," $18,662,751.55 "," $1,401,572.64 ",60,13,3%,South,N/A,1
ABC1004528,Office building,1/1/2022," $1,321,192.30 ", Fully amortizing ," $1,034,933.97 ",7.24%," $1,860,834.23 "," $81,690.62 ",180,141,9%,Midwest,Class B,0
ABC1004529,Multifamily residential,1/1/2016," $8,806,538.66 ", Partially amortizing ," $7,779,109.15 ",6.93%," $13,760,216.65 "," $1,294,836.39 ",60,25,31%,Northeast,N/A,0
ABC1004530,Multifamily residential,1/1/2016," $28,919,157.78 ", Partially amortizing ," $25,256,064.46 ",7.22%," $41,313,082.54 "," $3,338,097.07 ",60,22,39%,South,N/A,0
ABC1004531,Office building,1/1/2019," $12,374,639.03 ", Partially amortizing ," $10,724,687.16 ",5.91%," $17,678,055.76 "," $890,974.01 ",60,20,15%,Northeast,Class A,0
ABC1004532,Retail space,1/1/2018," $3,896,584.36 ", Partially amortizing ," $3,792,675.44 ",5.47%," $5,566,549.08 "," $323,973.16 ",60,52,3%,Northeast,N/A,0
ABC1004533,Multifamily residential,1/1/2021," $9,846,101.19 ", Partially amortizing ," $7,253,294.54 ",6.94%," $14,269,711.87 "," $1,058,812.62 ",120,41,7%,Northeast,N/A,0
ABC1004534,Multifamily residential,1/1/2017," $1,952,446.27 ", Partially amortizing ," $1,874,348.42 ",6.86%," $3,254,077.11 "," $298,724.28 ",120,108,1%,Northeast,N/A,0
ABC1004535,Office building,1/1/2019," $512,144.39 ", Fully amortizing ," $375,572.55 ",7.74%," $883,007.56 "," $46,711.10 ",120,88,15%,South,Class A,0
ABC1004536,Office building,1/1/2021," $4,476,349.94 ", Partially amortizing ," $4,103,320.78 ",5.43%," $6,994,296.78 "," $699,429.68 ",60,35,21%,Midwest,Class A,0
ABC1004537,Office building,1/1/2018," $846,874.26 ", Partially amortizing ," $767,832.67 ",6.44%," $1,460,128.04 "," $79,722.99 ",180,152,27%,South,Class A,0
ABC1004538,Multifamily residential,1/1/2021," $4,006,821.21 ", Partially amortizing ," $3,445,866.24 ",6.97%," $5,565,029.46 "," $371,743.97 ",120,78,7%,South,N/A,0
ABC1004539,Retail space,1/1/2016," $11,594,387.52 ", Partially amortizing ," $10,512,244.68 ",7.59%," $16,563,410.74 "," $1,286,977.01 ",120,92,9%,Northeast,N/A,0
ABC1004540,Multifamily residential,1/1/2022," $1,590,749.94 ", Fully amortizing ," $212,099.99 ",6.10%," $2,485,546.78 "," $196,606.75 ",120,16,37%,Northeast,N/A,0
ABC1004541,Retail space,1/1/2021," $1,000,323.28 ", Fully amortizing ," $583,521.91 ",7.19%," $1,449,743.89 "," $130,187.00 ",120,70,43%,South,N/A,0
ABC1004542,Multifamily residential,1/1/2019," $116,634.63 ", Fully amortizing ," $83,588.15 ",5.74%," $220,065.34 "," $20,642.13 ",60,43,6%,South,N/A,0
ABC1004543,Retail space,1/1/2021," $4,229,170.55 ", Fully amortizing ," $1,785,649.79 ",6.88%," $6,506,416.23 "," $466,510.04 ",180,76,11%,Northeast,N/A,0
ABC1004544,Office building,1/1/2020," $2,777,981.41 ", Partially amortizing ," $1,851,987.61 ",7.99%," $3,968,544.87 "," $288,513.21 ",120,20,27%,Northeast,Class A,0
ABC1004545,Office building,1/1/2016," $2,569,753.04 ", Fully amortizing ," $2,155,737.27 ",7.20%," $5,139,506.07 "," $357,709.62 ",180,151,7%,Northeast,Class A,1
ABC1004546,Retail space,1/1/2020," $27,636,689.12 ", Fully amortizing ," $24,412,408.72 ",6.42%," $32,900,820.38 "," $1,862,186.43 ",180,159,20%,Northeast,N/A,0
ABC1004547,Multifamily residential,1/1/2017," $3,041,621.31 ", Partially amortizing ," $3,041,621.31 ",7.59%," $4,539,733.30 "," $286,911.14 ",120,120,14%,Northeast,N/A,0
ABC1004548,Multifamily residential,1/1/2022," $1,600,943.33 ", Partially amortizing ," $1,344,792.40 ",5.53%," $3,078,737.17 "," $220,437.58 ",60,12,9%,Northeast,N/A,0
ABC1004549,Retail space,1/1/2018," $6,247,188.74 ", Fully amortizing ," $3,019,474.56 ",6.79%," $9,465,437.49 "," $552,781.55 ",120,58,11%,Midwest,N/A,1
ABC1004550,Multifamily residential,1/1/2017," $625,583.55 ", Partially amortizing ," $389,947.08 ",6.87%," $919,975.81 "," $74,886.03 ",120,7,8%,Northeast,N/A,0
ABC1004551,Multifamily residential,1/1/2022," $516,088.64 ", Partially amortizing ," $455,878.29 ",6.78%," $860,147.73 "," $56,941.78 ",120,85,33%,Midwest,N/A,0
ABC1004552,Office building,1/1/2019," $5,749,266.39 ", Partially amortizing ," $4,541,920.45 ",8.14%," $8,454,803.52 "," $634,955.74 ",120,57,34%,South,Class A,0
ABC1004553,Multifamily residential,1/1/2015," $8,420,835.07 ", Partially amortizing ," $7,747,168.26 ",7.81%," $11,535,390.51 "," $911,295.85 ",60,36,27%,Northeast,N/A,0
ABC1004554,Office building,1/1/2018," $2,649,448.83 ", Partially amortizing ," $2,305,020.48 ",6.11%," $3,839,780.92 "," $266,864.77 ",60,21,33%,Midwest,Class A,0
ABC1004555,Retail space,1/1/2023," $1,441,394.40 ", Fully amortizing ," $984,952.84 ",5.62%," $1,974,512.87 "," $142,757.28 ",120,82,5%,Northeast,N/A,0
ABC1004556,Multifamily residential,1/1/2015," $6,618,681.23 ", Partially amortizing ," $5,780,314.94 ",7.15%," $9,592,291.64 "," $977,454.52 ",120,82,4%,South,N/A,0
ABC1004557,Retail space,1/1/2018," $694,298.86 ", Partially amortizing ," $532,295.79 ",7.45%," $1,309,997.84 "," $101,786.83 ",120,50,10%,Midwest,N/A,0
ABC1004558,Office building,1/1/2021," $3,928,105.40 ", Partially amortizing ," $2,762,767.46 ",7.25%," $4,849,512.84 "," $376,807.15 ",120,31,11%,South,Class A,0
ABC1004559,Multifamily residential,1/1/2015," $3,186,593.29 ", Partially amortizing ," $2,931,665.83 ",7.82%," $3,662,750.91 "," $295,950.27 ",60,36,2%,South,N/A,1
ABC1004560,Office building,1/1/2021," $4,040,928.27 ", Partially amortizing ," $2,074,343.18 ",6.92%," $5,460,713.88 "," $180,203.56 ",180,34,25%,Northeast,Class C,0
ABC1004561,Multifamily residential,1/1/2017," $775,970.55 ", Partially amortizing ," $553,525.66 ",7.47%," $1,158,164.99 "," $90,452.69 ",120,34,1%,West,N/A,0
ABC1004562,Multifamily residential,1/1/2021," $7,859,381.73 ", Fully amortizing ," $6,811,464.16 ",5.15%," $14,034,610.23 "," $1,298,201.45 ",60,52,12%,Midwest,N/A,0
ABC1004563,Office building,1/1/2022," $8,471,497.43 ", Partially amortizing ," $8,330,305.81 ",5.41%," $11,001,944.72 "," $489,586.54 ",60,55,33%,Northeast,Class B,0
ABC1004564,Retail space,1/1/2019," $3,075,876.91 ", Partially amortizing ," $1,896,790.76 ",7.58%," $5,042,421.16 "," $447,262.76 ",120,5,10%,South,N/A,0
ABC1004565,Office building,1/1/2021," $2,302,591.22 ", Partially amortizing ," $2,003,254.36 ",5.25%," $3,488,774.57 "," $17,443.87 ",60,21,13%,Northeast,Class C,1
ABC1004566,Retail space,1/1/2019," $4,015,411.29 ", Partially amortizing ," $4,015,411.29 ",7.35%," $7,044,581.21 "," $417,039.21 ",120,120,14%,Northeast,N/A,0
ABC1004567,Multifamily residential,1/1/2021," $1,929,273.07 ", Partially amortizing ," $1,228,303.85 ",7.47%," $3,507,769.22 "," $240,282.19 ",120,11,7%,Northeast,N/A,0
ABC1004568,Office building,1/1/2021," $18,010,951.01 ", Partially amortizing ," $17,410,585.98 ",6.78%," $29,049,920.99 "," $2,091,594.31 ",120,110,30%,Northeast,Class B,0
ABC1004569,Office building,1/1/2023," $734,544.64 ", Fully amortizing ," $428,484.37 ",5.99%," $1,034,569.92 "," $32,588.95 ",120,70,12%,Midwest,Class C,0
ABC1004570,Office building,1/1/2019," $999,075.34 ", Partially amortizing ," $802,590.52 ",6.19%," $1,491,157.22 "," $123,169.59 ",60,1,3%,South,Class B,0
ABC1004571,Office building,1/1/2020," $4,878,675.14 ", Partially amortizing ," $4,098,087.12 ",5.68%," $6,775,937.70 "," $357,091.92 ",60,12,21%,Northeast,Class B,0
ABC1004572,Retail space,1/1/2019," $2,449,111.46 ", Fully amortizing ," $244,911.15 ",7.62%," $3,309,610.08 "," $348,501.94 ",120,12,10%,Northeast,N/A,0
ABC1004573,Office building,1/1/2019," $6,861,293.95 ", Fully amortizing ," $5,374,680.26 ",8.03%," $11,435,489.92 "," $966,298.90 ",120,94,10%,Northeast,Class B,0
ABC1004574,Retail space,1/1/2023," $12,689,629.99 ", Partially amortizing ," $11,843,654.66 ",6.18%," $19,226,712.11 "," $1,770,780.19 ",120,100,4%,South,N/A,0
ABC1004575,Retail space,1/1/2022," $1,930,021.16 ", Fully amortizing ," $321,670.19 ",5.55%," $2,757,173.09 "," $100,636.82 ",60,10,3%,Northeast,N/A,0
ABC1004576,Multifamily residential,1/1/2023," $876,515.40 ", Partially amortizing ," $715,820.91 ",5.99%," $1,308,231.95 "," $100,341.39 ",60,5,6%,Midwest,N/A,0
ABC1004577,Retail space,1/1/2021," $1,211,088.93 ", Partially amortizing ," $976,945.07 ",4.93%," $1,892,326.45 "," $112,971.89 ",60,2,40%,Northeast,N/A,1
ABC1004578,Retail space,1/1/2019," $2,994,201.46 ", Partially amortizing ," $2,475,206.54 ",6.44%," $4,829,357.20 "," $392,143.80 ",60,8,14%,Northeast,N/A,0
ABC1004579,Multifamily residential,1/1/2019," $17,896,467.85 ", Fully amortizing ," $9,544,782.85 ",8.13%," $23,547,984.01 "," $1,711,938.44 ",120,64,4%,Midwest,N/A,0
ABC1004580,Office building,1/1/2017," $1,978,621.67 ", Partially amortizing ," $1,589,492.74 ",6.29%," $3,140,669.32 "," $203,201.30 ",60,1,14%,Northeast,Class A,0
ABC1004581,Office building,1/1/2016," $2,353,182.63 ", Partially amortizing ," $2,313,962.92 ",7.25%," $2,978,712.19 "," $268,679.84 ",60,55,3%,South,Class A,0
ABC1004582,Retail space,1/1/2017," $19,628,311.18 ", Fully amortizing ," $7,197,047.43 ",6.23%," $25,826,725.24 "," $1,924,091.03 ",60,22,12%,Northeast,N/A,0
ABC1004583,Retail space,1/1/2021," $8,944,816.18 ", Fully amortizing ," $4,546,948.23 ",7.37%," $14,198,120.92 "," $1,010,906.21 ",120,61,24%,South,N/A,0
ABC1004584,Retail space,1/1/2020," $3,091,931.84 ", Partially amortizing ," $2,607,529.19 ",5.40%," $4,235,523.07 "," $235,071.53 ",60,13,25%,Northeast,N/A,0
ABC1004585,Retail space,1/1/2019," $1,609,567.51 ", Partially amortizing ," $777,957.63 ",6.80%," $2,011,959.39 "," $134,801.28 ",180,25,6%,Northeast,N/A,0
ABC1004586,Retail space,1/1/2016," $2,818,803.32 ", Partially amortizing ," $2,330,210.74 ",7.42%," $4,207,169.13 "," $137,574.43 ",120,68,35%,Northeast,N/A,0
ABC1004587,Office building,1/1/2019," $22,562,551.19 ", Partially amortizing ," $22,562,551.19 ",6.34%," $36,987,788.83 "," $1,712,534.62 ",60,60,27%,Northeast,Class B,0
ABC1004588,Retail space,1/1/2018," $1,768,008.70 ", Partially amortizing ," $1,544,060.93 ",6.20%," $2,326,327.23 "," $210,299.98 ",60,22,12%,Northeast,N/A,0
ABC1004589,Multifamily residential,1/1/2019," $4,219,387.68 ", Partially amortizing ," $4,008,418.30 ",6.27%," $7,032,312.81 "," $696,198.97 ",60,45,39%,Northeast,N/A,0
ABC1004590,Multifamily residential,1/1/2017," $7,403,848.30 ", Partially amortizing ," $4,096,796.06 ",7.11%," $8,413,463.98 "," $769,831.95 ",180,46,38%,South,N/A,0
ABC1004591,Multifamily residential,1/1/2018," $17,193,057.34 ", Partially amortizing ," $11,805,899.37 ",7.60%," $20,967,143.10 "," $1,763,336.73 ",120,26,36%,Northeast,N/A,1
ABC1004592,Retail space,1/1/2019," $728,109.16 ", Partially amortizing ," $696,557.76 ",7.72%," $1,137,670.56 "," $75,200.02 ",120,107,32%,Northeast,N/A,0
ABC1004593,Office building,1/1/2017," $2,440,979.19 ", Partially amortizing ," $2,392,159.61 ",7.07%," $4,282,419.64 "," $310,047.18 ",120,114,15%,Northeast,Class B,0
ABC1004594,Multifamily residential,1/1/2018," $2,048,485.81 ", Fully amortizing ," $17,070.72 ",7.59%," $2,695,376.06 "," $227,489.74 ",120,1,11%,Northeast,N/A,0
ABC1004595,Office building,1/1/2021," $4,064,130.97 ", Partially amortizing ," $3,075,192.43 ",7.23%," $6,888,357.58 "," $491,828.73 ",120,47,20%,Northeast,Class B,0
ABC1004596,Office building,1/1/2022," $4,720,337.30 ", Fully amortizing ," $3,107,555.39 ",6.51%," $8,138,512.59 "," $40,692.56 ",120,79,3%,Midwest,Class C,0
ABC1004597,Retail space,1/1/2015," $2,897,143.80 ", Partially amortizing ," $2,066,629.24 ",7.26%," $4,457,144.30 "," $331,611.54 ",120,34,15%,Northeast,N/A,0
ABC1004598,Retail space,1/1/2017," $1,345,716.25 ", Partially amortizing ," $1,211,144.62 ",7.57%," $2,102,681.63 "," $127,632.78 ",120,90,4%,Midwest,N/A,0
ABC1004599,Retail space,1/1/2019," $3,869,846.90 ", Partially amortizing ," $3,018,480.58 ",7.38%," $5,229,522.84 "," $582,045.89 ",120,54,11%,Northeast,N/A,0
ABC1004600,Retail space,1/1/2022," $3,268,168.02 ", Fully amortizing ," $2,233,248.15 ",6.95%," $4,300,221.08 "," $279,944.39 ",180,123,12%,Northeast,N/A,0
ABC1004601,Office building,1/1/2022," $4,437,378.57 ", Fully amortizing ," $1,257,257.26 ",5.55%," $5,616,934.90 "," $441,491.08 ",60,17,13%,Northeast,Class A,0
ABC1004602,Retail space,1/1/2019," $4,729,273.67 ", Partially amortizing ," $4,382,460.27 ",8.04%," $6,568,435.65 "," $539,268.57 ",120,98,12%,Northeast,N/A,1
ABC1004603,Retail space,1/1/2019," $3,132,389.87 ", Fully amortizing ," $1,461,781.94 ",7.87%," $4,350,541.49 "," $471,598.70 ",120,56,26%,Midwest,N/A,0
ABC1004604,Office building,1/1/2016," $2,261,635.01 ", Partially amortizing ," $2,171,169.61 ",7.20%," $2,570,039.78 "," $233,359.61 ",120,108,10%,Northeast,Class A,0
